app_id,score,risk,band,eligible,dti,verify
517717,789,69.6,Medium,Eligible,39.7,Verified
517718,731,44.7,High,Not Eligible,33.8,Verified
517719,762,58.8,Medium,Eligible,39.2,Rejected
517720,674,45.2,High,Not Eligible,32.0,Verified
517721,651,50.4,High,Not Eligible,19.4,Verified
517722,616,47.5,High,Not Eligible,27.4,Verified
517723,578,42.2,High,Not Eligible,12.0,Verified
517724,733,55.3,Medium,Eligible,48.3,Verified
517725,693,35.4,High,Not Eligible,43.8,Verified
517726,630,42.9,High,Not Eligible,32.7,Verified
517727,642,38.0,High,Not Eligible,17.3,Verified
517728,746,47.9,High,Not Eligible,25.2,Verified
517729,599,46.5,High,Not Eligible,12.1,Verified
517730,599,37.3,High,Not Eligible,45.6,Verified
517731,595,36.2,High,Not Eligible,9.5,Verified
517732,744,50.8,High,Not Eligible,49.6,Verified
517733,646,62.6,Medium,Not Eligible,21.8,Verified
517734,825,54.5,High,Not Eligible,15.6,Verified
517735,769,53.7,High,Not Eligible,13.0,Verified
517736,664,47.8,High,Not Eligible,31.9,Verified
517737,735,45.0,High,Not Eligible,36.7,Verified
517738,651,19.7,High,Not Eligible,60.1,Verified
517739,723,40.1,High,Not Eligible,47.2,Pending
517740,743,68.2,Medium,Eligible,11.2,Verified
517741,689,51.0,High,Not Eligible,9.7,Verified
517742,813,54.9,High,Not Eligible,13.0,Verified
517743,761,55.8,Medium,Eligible,27.1,Verified
517744,724,72.3,Medium,Eligible,13.5,Pending
517745,671,19.1,High,Not Eligible,11.0,Verified
517746,610,51.8,High,Not Eligible,33.8,Verified
517747,689,52.5,High,Not Eligible,18.6,Verified
517748,840,77.1,Low,Eligible,23.2,Verified
517749,646,37.8,High,Not Eligible,12.5,Verified
517750,759,56.5,Medium,Not Eligible,38.5,Rejected
517751,737,85.6,Low,Not Eligible,51.5,Verified
517752,818,56.5,Medium,Eligible,30.0,Verified
517753,740,61.2,Medium,Eligible,45.5,Verified
517754,839,71.3,Medium,Eligible,8.6,Rejected
517755,603,36.3,High,Not Eligible,53.3,Rejected
517756,609,36.4,High,Not Eligible,37.3,Verified
517757,759,57.3,Medium,Eligible,19.8,Verified
517758,735,59.2,Medium,Not Eligible,45.4,Pending
517759,642,34.4,High,Not Eligible,24.7,Rejected
517760,801,67.4,Medium,Eligible,46.5,Verified
517761,651,63.7,Medium,Eligible,26.5,Verified
517762,604,35.5,High,Not Eligible,60.7,Verified
517763,575,28.6,High,Not Eligible,31.6,Verified
517764,673,45.0,High,Not Eligible,32.7,Verified
517765,836,81.8,Low,Eligible,57.2,Pending
517766,830,55.9,Medium,Eligible,22.4,Verified
517767,829,67.5,Medium,Not Eligible,26.6,Verified
517768,684,44.7,High,Not Eligible,40.3,Verified
517769,595,41.7,High,Not Eligible,15.1,Pending
517770,658,42.1,High,Not Eligible,39.8,Verified
517771,696,34.9,High,Not Eligible,56.8,Verified
517772,708,35.4,High,Not Eligible,55.6,Verified
517773,788,61.0,Medium,Eligible,17.8,Pending
517774,775,59.5,Medium,Eligible,36.0,Verified
517775,739,59.1,Medium,Not Eligible,37.3,Pending
517776,685,57.7,Medium,Eligible,35.1,Verified
517777,786,51.9,High,Not Eligible,49.5,Verified
517778,693,37.2,High,Not Eligible,15.9,Pending
517779,770,62.7,Medium,Eligible,10.8,Verified
517780,701,48.4,High,Not Eligible,34.4,Verified
517781,701,47.5,High,Not Eligible,44.9,Verified
517782,496,36.9,High,Not Eligible,22.8,Verified
517783,607,35.6,High,Not Eligible,58.2,Verified
517784,790,66.2,Medium,Eligible,49.1,Verified
517785,850,77.4,Low,Eligible,61.1,Verified
517786,825,65.8,Medium,Eligible,20.5,Verified
517787,662,33.0,High,Not Eligible,44.4,Verified
517788,713,57.3,Medium,Eligible,28.0,Verified
517789,693,53.5,High,Not Eligible,60.2,Verified
517790,682,54.2,High,Not Eligible,26.8,Verified
517791,732,41.9,High,Not Eligible,60.9,Verified
517792,692,48.2,High,Not Eligible,36.2,Verified
517793,707,55.2,Medium,Eligible,49.5,Verified
517794,800,58.4,Medium,Not Eligible,24.7,Verified
517795,596,26.6,High,Not Eligible,25.2,Verified
517796,754,52.5,High,Not Eligible,21.5,Verified
517797,723,52.7,High,Not Eligible,29.5,Rejected
517798,692,45.2,High,Not Eligible,37.4,Verified
517799,771,51.5,High,Not Eligible,22.8,Rejected
517800,679,38.2,High,Not Eligible,22.4,Verified
517801,588,44.4,High,Not Eligible,60.6,Verified
517802,722,46.6,High,Not Eligible,32.4,Pending
517803,720,62.1,Medium,Eligible,19.0,Verified
517804,715,23.9,High,Not Eligible,40.2,Verified
517805,801,82.7,Low,Eligible,18.4,Verified
517806,769,50.6,High,Not Eligible,19.7,Verified
517807,627,42.5,High,Not Eligible,41.8,Verified
517808,797,56.9,Medium,Eligible,26.1,Verified
517809,742,42.4,High,Not Eligible,47.7,Verified
517810,638,58.9,Medium,Not Eligible,50.7,Verified
517811,684,50.5,High,Not Eligible,16.1,Verified
517812,649,55.8,Medium,Not Eligible,37.2,Verified
517813,706,65.6,Medium,Eligible,58.7,Verified
517814,771,76.9,Low,Eligible,54.9,Verified
517815,772,34.8,High,Not Eligible,14.2,Verified
517816,624,52.8,High,Not Eligible,40.7,Verified
517817,545,33.7,High,Not Eligible,21.3,Verified
517818,844,72.7,Medium,Eligible,20.0,Verified
517819,718,60.7,Medium,Eligible,19.6,Verified
517820,637,41.5,High,Not Eligible,41.6,Verified
517821,798,59.1,Medium,Eligible,37.1,Verified
517822,706,56.9,Medium,Eligible,35.4,Verified
517823,745,65.6,Medium,Eligible,18.5,Verified
517824,693,47.1,High,Not Eligible,21.1,Pending
517825,696,38.1,High,Not Eligible,61.4,Verified
517826,736,57.5,Medium,Eligible,55.3,Pending
517827,710,65.4,Medium,Eligible,23.5,Verified
517828,612,32.4,High,Not Eligible,29.9,Verified
517829,719,49.7,High,Not Eligible,16.1,Verified
517830,694,42.6,High,Not Eligible,13.0,Verified
517831,677,24.7,High,Not Eligible,32.2,Verified
517832,696,46.1,High,Not Eligible,48.4,Verified
517833,616,25.5,High,Not Eligible,58.5,Verified
517834,631,46.3,High,Not Eligible,52.4,Verified
517835,717,57.6,Medium,Eligible,41.2,Verified
517836,704,51.7,High,Not Eligible,9.9,Verified
517837,606,39.4,High,Not Eligible,20.5,Verified
517838,597,37.0,High,Not Eligible,25.3,Verified
517839,653,34.1,High,Not Eligible,38.8,Verified
517840,705,67.2,Medium,Eligible,57.1,Verified
517841,701,51.7,High,Not Eligible,30.4,Verified
517842,735,63.2,Medium,Eligible,49.4,Verified
517843,548,45.5,High,Not Eligible,30.0,Verified
517844,681,34.9,High,Not Eligible,12.3,Pending
517845,695,42.6,High,Not Eligible,38.0,Verified
517846,586,16.2,High,Not Eligible,50.1,Verified
517847,544,29.8,High,Not Eligible,31.6,Verified
517848,739,45.2,High,Not Eligible,35.9,Verified
517849,654,58.3,Medium,Eligible,61.0,Verified
517850,712,50.7,High,Not Eligible,49.9,Verified
517851,695,47.7,High,Not Eligible,31.1,Verified
517852,611,49.3,High,Not Eligible,51.8,Verified
517853,596,59.5,Medium,Not Eligible,51.6,Verified
517854,708,38.0,High,Not Eligible,23.0,Verified
517855,667,43.7,High,Not Eligible,41.3,Verified
517856,686,67.2,Medium,Eligible,10.0,Verified
517857,843,83.6,Low,Not Eligible,11.2,Verified
517858,686,47.6,High,Not Eligible,62.0,Verified
517859,677,53.3,High,Not Eligible,11.2,Rejected
517860,636,51.0,High,Not Eligible,18.6,Verified
517861,664,47.6,High,Not Eligible,34.6,Verified
517862,627,31.3,High,Not Eligible,54.8,Verified
517863,638,46.6,High,Not Eligible,53.6,Verified
517864,784,66.7,Medium,Not Eligible,38.9,Pending
517865,608,45.8,High,Not Eligible,52.9,Verified
517866,726,41.6,High,Not Eligible,15.1,Verified
517867,846,48.5,High,Not Eligible,45.7,Verified
517868,687,62.2,Medium,Eligible,25.5,Rejected
517869,653,18.4,High,Not Eligible,19.0,Verified
517870,684,42.7,High,Not Eligible,43.5,Pending
517871,631,41.1,High,Not Eligible,55.4,Verified
517872,739,59.7,Medium,Eligible,32.2,Verified
517873,633,34.9,High,Not Eligible,57.7,Verified
517874,580,32.4,High,Not Eligible,35.7,Verified
517875,691,57.4,Medium,Eligible,59.6,Rejected
517876,700,39.6,High,Not Eligible,41.3,Verified
517877,712,51.9,High,Not Eligible,45.0,Verified
517878,697,56.2,Medium,Eligible,48.1,Verified
517879,685,43.8,High,Not Eligible,23.6,Verified
517880,548,43.5,High,Not Eligible,44.3,Verified
517881,667,52.3,High,Not Eligible,26.8,Verified
517882,737,52.4,High,Not Eligible,31.1,Verified
517883,695,53.2,High,Not Eligible,21.0,Verified
517884,598,45.4,High,Not Eligible,41.3,Verified
517885,850,53.8,High,Not Eligible,14.1,Verified
517886,568,27.1,High,Not Eligible,50.5,Verified
517887,561,51.1,High,Not Eligible,54.1,Verified
517888,581,41.9,High,Not Eligible,30.7,Verified
517889,657,31.9,High,Not Eligible,31.9,Verified
517890,628,38.1,High,Not Eligible,51.7,Pending
517891,758,59.8,Medium,Eligible,54.2,Verified
517892,596,30.1,High,Not Eligible,29.0,Verified
517893,615,26.0,High,Not Eligible,13.2,Verified
517894,573,43.6,High,Not Eligible,48.3,Verified
517895,451,9.2,High,Not Eligible,32.1,Verified
517896,518,20.1,High,Not Eligible,21.7,Verified
517897,597,19.2,High,Not Eligible,41.2,Verified
517898,765,67.4,Medium,Not Eligible,10.3,Verified
517899,823,58.1,Medium,Eligible,36.2,Verified
517900,685,55.8,Medium,Eligible,39.5,Verified
517901,763,66.1,Medium,Eligible,49.1,Verified
517902,631,28.7,High,Not Eligible,16.1,Verified
517903,690,51.7,High,Not Eligible,29.5,Verified
517904,727,34.9,High,Not Eligible,18.7,Verified
517905,654,32.8,High,Not Eligible,24.9,Verified
517906,620,23.8,High,Not Eligible,34.5,Verified
517907,740,69.8,Medium,Eligible,9.3,Verified
517908,615,40.8,High,Not Eligible,54.2,Verified
517909,635,47.3,High,Not Eligible,42.9,Verified
517910,761,50.3,High,Not Eligible,23.9,Verified
517911,776,73.0,Medium,Eligible,37.3,Verified
517912,804,63.2,Medium,Eligible,44.9,Verified
517913,715,56.0,Medium,Eligible,58.4,Verified
517914,749,57.1,Medium,Eligible,42.2,Verified
517915,739,60.9,Medium,Eligible,17.6,Verified
517916,704,45.5,High,Not Eligible,60.3,Verified
517917,669,34.8,High,Not Eligible,16.7,Pending
517918,642,55.7,Medium,Not Eligible,42.5,Verified
517919,701,56.2,Medium,Eligible,27.4,Verified
517920,730,46.5,High,Not Eligible,9.0,Verified
517921,631,36.6,High,Not Eligible,48.3,Verified
517922,747,64.8,Medium,Eligible,39.6,Verified
517923,638,45.9,High,Not Eligible,54.1,Verified
517924,695,21.9,High,Not Eligible,52.5,Verified
517925,670,49.6,High,Not Eligible,39.4,Verified
517926,751,35.3,High,Not Eligible,12.1,Verified
517927,681,40.5,High,Not Eligible,41.2,Rejected
517928,640,39.1,High,Not Eligible,42.8,Rejected
517929,714,46.8,High,Not Eligible,27.7,Verified
517930,713,62.8,Medium,Eligible,57.0,Rejected
517931,674,46.8,High,Not Eligible,11.8,Verified
517932,645,66.1,Medium,Not Eligible,12.9,Verified
517933,809,51.8,High,Not Eligible,42.6,Verified
517934,593,34.4,High,Not Eligible,25.9,Verified
517935,681,35.6,High,Not Eligible,40.6,Verified
517936,696,57.5,Medium,Eligible,23.1,Verified
517937,686,59.8,Medium,Eligible,61.1,Verified
517938,656,36.3,High,Not Eligible,27.7,Pending
517939,629,14.7,High,Not Eligible,57.5,Verified
517940,688,32.9,High,Not Eligible,17.5,Verified
517941,597,52.0,High,Not Eligible,37.4,Verified
517942,761,46.8,High,Not Eligible,30.9,Pending
517943,672,74.2,Medium,Not Eligible,26.1,Verified
517944,846,71.4,Medium,Eligible,53.2,Verified
517945,713,43.8,High,Not Eligible,11.1,Verified
517946,581,26.9,High,Not Eligible,30.6,Verified
517947,698,60.8,Medium,Eligible,9.1,Verified
517948,552,46.3,High,Not Eligible,55.2,Verified
517949,681,45.2,High,Not Eligible,46.3,Verified
517950,574,46.3,High,Not Eligible,23.7,Verified
517951,664,29.6,High,Not Eligible,35.6,Verified
517952,613,11.4,High,Not Eligible,33.9,Verified
517953,525,43.9,High,Not Eligible,24.4,Verified
517954,698,57.8,Medium,Eligible,59.2,Verified
517955,658,37.2,High,Not Eligible,47.6,Verified
517956,575,25.1,High,Not Eligible,21.9,Verified
517957,792,57.8,Medium,Eligible,43.1,Rejected
517958,743,58.6,Medium,Eligible,16.8,Verified
517959,673,56.0,Medium,Eligible,16.9,Verified
517960,800,71.6,Medium,Eligible,41.7,Verified
517961,679,54.2,High,Not Eligible,9.7,Verified
517962,747,61.3,Medium,Eligible,39.5,Verified
517963,729,50.6,High,Not Eligible,42.9,Verified
517964,714,38.2,High,Not Eligible,38.4,Verified
517965,771,64.0,Medium,Eligible,51.7,Verified
517966,649,31.9,High,Not Eligible,47.1,Verified
517967,601,59.1,Medium,Not Eligible,43.1,Verified
517968,615,37.5,High,Not Eligible,16.4,Pending
517969,742,58.9,Medium,Eligible,51.6,Verified
517970,663,59.1,Medium,Eligible,51.4,Verified
517971,735,57.7,Medium,Eligible,13.9,Verified
517972,650,28.5,High,Not Eligible,56.8,Verified
517973,731,35.7,High,Not Eligible,47.8,Verified
517974,758,67.7,Medium,Eligible,33.4,Verified
517975,757,40.0,High,Not Eligible,20.7,Verified
517976,737,63.6,Medium,Eligible,26.1,Pending
517977,821,68.5,Medium,Eligible,43.8,Verified
517978,681,41.9,High,Not Eligible,17.0,Verified
517979,608,46.1,High,Not Eligible,19.4,Verified
517980,620,40.8,High,Not Eligible,25.3,Pending
517981,775,69.6,Medium,Eligible,24.0,Pending
517982,721,36.2,High,Not Eligible,20.0,Verified
517983,687,44.5,High,Not Eligible,11.9,Verified
517984,638,51.5,High,Not Eligible,17.5,Verified
517985,693,60.6,Medium,Eligible,11.8,Verified
517986,728,47.7,High,Not Eligible,41.8,Verified
517987,680,18.6,High,Not Eligible,55.5,Verified
517988,739,57.1,Medium,Eligible,13.9,Verified
517989,759,51.5,High,Not Eligible,46.4,Verified
517990,722,55.6,Medium,Eligible,55.9,Pending
517991,569,46.3,High,Not Eligible,29.9,Verified
517992,821,58.8,Medium,Eligible,57.5,Verified
517993,662,26.8,High,Not Eligible,22.4,Rejected
517994,635,51.1,High,Not Eligible,28.6,Verified
517995,512,48.2,High,Not Eligible,48.0,Verified
517996,711,52.0,High,Not Eligible,56.8,Pending
517997,618,36.4,High,Not Eligible,37.2,Rejected
517998,627,23.1,High,Not Eligible,26.5,Verified
517999,688,58.0,Medium,Eligible,14.9,Verified
518000,705,60.9,Medium,Eligible,42.0,Pending
518001,778,73.3,Medium,Eligible,14.7,Pending
518002,653,46.5,High,Not Eligible,19.3,Rejected
518003,655,51.5,High,Not Eligible,31.4,Verified
518004,713,45.0,High,Not Eligible,56.7,Verified
518005,775,77.6,Low,Eligible,41.6,Verified
518006,697,48.2,High,Not Eligible,60.5,Verified
518007,646,31.2,High,Not Eligible,13.1,Verified
518008,693,49.1,High,Not Eligible,48.0,Verified
518009,850,71.6,Medium,Eligible,14.0,Verified
518010,628,34.7,High,Not Eligible,54.7,Verified
518011,690,38.8,High,Not Eligible,12.5,Verified
518012,808,75.0,Low,Eligible,24.7,Pending
518013,653,70.2,Medium,Eligible,11.9,Verified
518014,553,33.9,High,Not Eligible,59.3,Pending
518015,707,56.0,Medium,Eligible,13.4,Verified
518016,592,19.6,High,Not Eligible,28.0,Pending
518017,850,81.4,Low,Eligible,34.1,Verified
518018,628,31.3,High,Not Eligible,14.6,Verified
518019,645,32.7,High,Not Eligible,34.6,Verified
518020,685,39.7,High,Not Eligible,54.7,Verified
518021,685,37.6,High,Not Eligible,37.0,Verified
518022,799,67.1,Medium,Eligible,26.6,Verified
518023,761,72.5,Medium,Eligible,33.5,Verified
518024,687,41.0,High,Not Eligible,37.1,Verified
518025,836,60.4,Medium,Eligible,24.2,Verified
518026,722,50.2,High,Not Eligible,15.5,Rejected
518027,649,60.3,Medium,Not Eligible,58.6,Verified
518028,635,41.9,High,Not Eligible,48.7,Verified
518029,642,44.2,High,Not Eligible,25.7,Rejected
518030,521,30.2,High,Not Eligible,24.5,Verified
518031,748,40.8,High,Not Eligible,18.3,Verified
518032,493,39.2,High,Not Eligible,8.4,Verified
518033,604,40.5,High,Not Eligible,11.9,Verified
518034,761,71.0,Medium,Eligible,30.9,Verified
518035,636,48.5,High,Not Eligible,13.8,Verified
518036,688,39.2,High,Not Eligible,38.9,Pending
518037,850,67.3,Medium,Eligible,30.6,Verified
518038,601,32.1,High,Not Eligible,25.4,Verified
518039,720,44.7,High,Not Eligible,58.9,Verified
518040,517,21.1,High,Not Eligible,15.5,Verified
518041,737,55.8,Medium,Eligible,46.8,Pending
518042,643,47.9,High,Not Eligible,61.6,Verified
518043,713,51.5,High,Not Eligible,55.8,Verified
518044,657,52.5,High,Not Eligible,55.9,Rejected
518045,649,39.4,High,Not Eligible,39.5,Verified
518046,743,46.6,High,Not Eligible,13.5,Verified
518047,585,42.3,High,Not Eligible,10.4,Verified
518048,581,24.4,High,Not Eligible,50.6,Verified
518049,552,45.9,High,Not Eligible,58.7,Verified
518050,642,28.6,High,Not Eligible,57.8,Verified
518051,662,25.9,High,Not Eligible,40.7,Verified
518052,696,50.4,High,Not Eligible,17.2,Verified
518053,808,57.8,Medium,Eligible,11.2,Pending
518054,663,38.6,High,Not Eligible,44.5,Verified
518055,698,46.2,High,Not Eligible,12.5,Verified
518056,535,15.6,High,Not Eligible,59.9,Verified
518057,718,50.8,High,Not Eligible,54.0,Verified
518058,683,48.7,High,Not Eligible,46.0,Verified
518059,801,62.6,Medium,Eligible,35.1,Verified
518060,772,76.9,Low,Eligible,56.8,Pending
518061,604,27.4,High,Not Eligible,46.8,Verified
518062,688,53.3,High,Not Eligible,9.0,Verified
518063,610,39.2,High,Not Eligible,61.3,Verified
518064,720,48.8,High,Not Eligible,39.8,Verified
518065,588,27.5,High,Not Eligible,40.7,Rejected
518066,656,40.5,High,Not Eligible,15.5,Pending
518067,746,39.3,High,Not Eligible,49.4,Verified
518068,668,30.4,High,Not Eligible,25.4,Verified
518069,727,74.4,Medium,Eligible,47.4,Verified
518070,609,35.5,High,Not Eligible,13.3,Verified
518071,709,36.4,High,Not Eligible,56.1,Verified
518072,751,54.5,High,Not Eligible,23.6,Verified
518073,790,54.4,High,Not Eligible,23.0,Verified
518074,722,41.8,High,Not Eligible,50.8,Verified
518075,686,52.4,High,Not Eligible,26.9,Verified
518076,728,57.6,Medium,Eligible,43.1,Pending
518077,528,32.5,High,Not Eligible,35.2,Verified
518078,543,10.6,High,Not Eligible,42.2,Verified
518079,573,4.8,High,Not Eligible,8.1,Verified
518080,741,48.2,High,Not Eligible,41.7,Rejected
518081,730,57.5,Medium,Eligible,51.0,Verified
518082,782,70.6,Medium,Eligible,52.3,Verified
518083,812,65.7,Medium,Eligible,43.8,Verified
518084,694,35.8,High,Not Eligible,19.2,Verified
518085,570,34.8,High,Not Eligible,33.6,Verified
518086,583,15.5,High,Not Eligible,31.7,Verified
518087,556,17.4,High,Not Eligible,60.8,Verified
518088,661,60.5,Medium,Eligible,37.7,Verified
518089,662,56.0,Medium,Eligible,38.3,Verified
518090,789,35.1,High,Not Eligible,8.3,Verified
518091,642,55.7,Medium,Not Eligible,28.1,Verified
518092,722,48.7,High,Not Eligible,14.9,Verified
518093,683,50.7,High,Not Eligible,25.3,Verified
518094,696,30.8,High,Not Eligible,50.1,Rejected
518095,850,48.5,High,Not Eligible,18.2,Verified
518096,692,55.3,Medium,Eligible,14.9,Rejected
518097,619,63.8,Medium,Not Eligible,15.4,Verified
518098,679,30.5,High,Not Eligible,41.2,Verified
518099,841,74.0,Medium,Eligible,31.2,Verified
518100,664,49.6,High,Not Eligible,30.7,Verified
518101,730,60.8,Medium,Eligible,51.4,Verified
518102,791,51.1,High,Not Eligible,29.4,Verified
518103,704,64.2,Medium,Eligible,10.1,Verified
518104,832,75.5,Low,Eligible,24.6,Verified
518105,697,65.0,Medium,Eligible,52.7,Verified
518106,612,40.3,High,Not Eligible,16.7,Verified
518107,632,45.6,High,Not Eligible,25.0,Verified
518108,644,39.4,High,Not Eligible,61.8,Verified
518109,611,24.2,High,Not Eligible,22.3,Verified
518110,669,48.1,High,Not Eligible,39.8,Verified
518111,647,54.6,High,Not Eligible,45.2,Verified
518112,699,37.0,High,Not Eligible,40.8,Verified
518113,484,2.9,High,Not Eligible,39.0,Verified
518114,721,37.1,High,Not Eligible,43.9,Verified
518115,689,44.8,High,Not Eligible,35.0,Rejected
518116,643,42.5,High,Not Eligible,24.4,Verified
518117,712,39.3,High,Not Eligible,53.7,Verified
518118,653,15.7,High,Not Eligible,34.8,Pending
518119,669,37.9,High,Not Eligible,31.9,Pending
518120,629,55.0,Medium,Not Eligible,27.1,Verified
518121,668,39.3,High,Not Eligible,20.3,Verified
518122,690,64.9,Medium,Eligible,36.8,Verified
518123,721,51.5,High,Not Eligible,52.9,Verified
518124,812,42.8,High,Not Eligible,25.4,Verified
518125,666,41.0,High,Not Eligible,39.2,Verified
518126,668,41.8,High,Not Eligible,24.8,Verified
518127,652,41.2,High,Not Eligible,59.2,Verified
518128,597,19.8,High,Not Eligible,34.4,Verified
518129,678,30.8,High,Not Eligible,20.3,Verified
518130,723,69.3,Medium,Eligible,45.7,Verified
518131,612,40.1,High,Not Eligible,47.2,Verified
518132,673,40.5,High,Not Eligible,16.2,Verified
518133,762,58.4,Medium,Eligible,36.9,Verified
518134,761,45.4,High,Not Eligible,8.9,Verified
518135,570,31.7,High,Not Eligible,39.5,Verified
518136,761,67.7,Medium,Eligible,41.1,Verified
518137,465,18.4,High,Not Eligible,46.6,Verified
518138,710,63.8,Medium,Eligible,40.8,Verified
518139,815,64.6,Medium,Eligible,28.3,Verified
518140,690,38.7,High,Not Eligible,57.9,Verified
518141,816,60.4,Medium,Eligible,48.2,Verified
518142,794,72.4,Medium,Not Eligible,24.5,Verified
518143,724,43.5,High,Not Eligible,51.3,Pending
518144,715,48.2,High,Not Eligible,26.7,Verified
518145,682,70.4,Medium,Eligible,16.0,Verified
518146,624,40.4,High,Not Eligible,33.8,Pending
518147,644,51.0,High,Not Eligible,49.9,Verified
518148,803,42.0,High,Not Eligible,29.9,Verified
518149,721,58.4,Medium,Eligible,37.5,Verified
518150,720,34.6,High,Not Eligible,25.6,Verified
518151,710,54.4,High,Not Eligible,44.9,Verified
518152,660,37.4,High,Not Eligible,60.9,Verified
518153,635,28.0,High,Not Eligible,11.0,Verified
518154,683,21.2,High,Not Eligible,40.3,Verified
518155,716,46.5,High,Not Eligible,8.2,Verified
518156,781,54.8,High,Not Eligible,26.0,Pending
518157,731,56.7,Medium,Eligible,19.8,Verified
518158,705,51.5,High,Not Eligible,30.9,Verified
518159,767,83.6,Low,Eligible,53.5,Verified
518160,742,58.9,Medium,Eligible,28.8,Verified
518161,632,43.0,High,Not Eligible,55.8,Verified
518162,722,54.7,High,Not Eligible,55.3,Verified
518163,699,55.9,Medium,Eligible,24.4,Verified
518164,658,53.5,High,Not Eligible,28.1,Pending
518165,608,27.2,High,Not Eligible,18.4,Verified
518166,740,58.7,Medium,Eligible,29.5,Verified
518167,580,46.5,High,Not Eligible,60.6,Verified
518168,760,57.9,Medium,Eligible,24.3,Verified
518169,752,60.9,Medium,Eligible,21.2,Verified
518170,736,63.3,Medium,Eligible,33.4,Verified
518171,704,30.8,High,Not Eligible,22.6,Pending
518172,632,39.9,High,Not Eligible,9.5,Verified
518173,651,22.5,High,Not Eligible,40.7,Verified
518174,579,32.4,High,Not Eligible,34.2,Verified
518175,686,57.9,Medium,Not Eligible,24.0,Verified
518176,605,37.8,High,Not Eligible,8.1,Verified
518177,728,51.7,High,Not Eligible,41.5,Verified
518178,748,61.6,Medium,Eligible,31.5,Verified
518179,697,50.8,High,Not Eligible,15.3,Verified
518180,640,48.6,High,Not Eligible,15.2,Verified
518181,650,57.0,Medium,Eligible,41.2,Verified
518182,612,45.2,High,Not Eligible,26.8,Verified
518183,734,54.6,High,Not Eligible,45.5,Verified
518184,749,64.6,Medium,Eligible,51.6,Verified
518185,624,50.1,High,Not Eligible,61.1,Verified
518186,693,43.9,High,Not Eligible,58.5,Verified
518187,694,64.3,Medium,Eligible,58.3,Verified
518188,564,28.8,High,Not Eligible,26.5,Verified
518189,756,57.0,Medium,Eligible,58.7,Verified
518190,742,41.9,High,Not Eligible,20.0,Verified
518191,701,51.6,High,Not Eligible,28.9,Verified
518192,629,42.8,High,Not Eligible,31.1,Rejected
518193,590,44.5,High,Not Eligible,58.2,Verified
518194,651,37.1,High,Not Eligible,27.9,Pending
518195,489,15.9,High,Not Eligible,51.4,Verified
518196,706,60.9,Medium,Eligible,16.0,Verified
518197,638,59.7,Medium,Not Eligible,24.2,Verified
518198,665,55.4,Medium,Eligible,50.4,Verified
518199,693,58.8,Medium,Eligible,29.9,Pending
518200,650,42.5,High,Not Eligible,40.7,Verified
518201,697,53.9,High,Not Eligible,36.1,Pending
518202,625,43.9,High,Not Eligible,53.6,Verified
518203,740,54.8,High,Not Eligible,43.8,Verified
518204,713,23.1,High,Not Eligible,33.5,Verified
518205,687,46.9,High,Not Eligible,40.0,Verified
518206,701,42.9,High,Not Eligible,21.8,Verified
518207,633,44.5,High,Not Eligible,26.0,Verified
518208,733,58.3,Medium,Eligible,34.5,Pending
518209,726,51.8,High,Not Eligible,20.5,Verified
518210,777,46.8,High,Not Eligible,22.8,Verified
518211,755,44.4,High,Not Eligible,49.4,Verified
518212,688,51.2,High,Not Eligible,55.6,Verified
518213,740,57.3,Medium,Eligible,9.1,Verified
518214,850,75.5,Low,Eligible,20.0,Verified
518215,823,75.8,Low,Not Eligible,18.0,Pending
518216,595,41.9,High,Not Eligible,44.7,Verified
518217,729,71.9,Medium,Eligible,41.2,Verified
518218,636,48.2,High,Not Eligible,32.6,Verified
518219,647,31.2,High,Not Eligible,45.2,Verified
518220,631,40.6,High,Not Eligible,30.4,Verified
518221,637,53.6,High,Not Eligible,36.1,Verified
518222,636,48.5,High,Not Eligible,61.5,Verified
518223,669,59.5,Medium,Eligible,47.8,Verified
518224,562,46.2,High,Not Eligible,15.6,Verified
518225,710,57.5,Medium,Eligible,16.7,Verified
518226,643,35.6,High,Not Eligible,48.2,Verified
518227,640,59.3,Medium,Not Eligible,33.1,Pending
518228,542,20.9,High,Not Eligible,28.6,Verified
518229,725,56.3,Medium,Eligible,42.3,Pending
518230,732,44.5,High,Not Eligible,55.1,Verified
518231,672,45.4,High,Not Eligible,9.0,Verified
518232,710,38.5,High,Not Eligible,29.9,Verified
518233,700,50.3,High,Not Eligible,41.7,Verified
518234,782,46.5,High,Not Eligible,25.4,Verified
518235,850,86.1,Low,Eligible,34.2,Verified
518236,651,47.4,High,Not Eligible,48.5,Verified
518237,646,45.5,High,Not Eligible,28.0,Verified
518238,775,62.6,Medium,Eligible,42.8,Verified
518239,702,47.7,High,Not Eligible,29.5,Verified
518240,647,26.5,High,Not Eligible,53.9,Verified
518241,632,33.8,High,Not Eligible,42.6,Pending
518242,725,45.1,High,Not Eligible,58.0,Verified
518243,680,36.9,High,Not Eligible,31.1,Verified
518244,589,43.3,High,Not Eligible,23.1,Verified
518245,643,55.4,Medium,Not Eligible,37.2,Verified
518246,639,50.3,High,Not Eligible,57.1,Verified
518247,734,54.5,High,Not Eligible,24.0,Verified
518248,646,30.8,High,Not Eligible,39.8,Verified
518249,608,40.9,High,Not Eligible,18.4,Rejected
518250,525,41.2,High,Not Eligible,32.2,Verified
518251,646,56.6,Medium,Not Eligible,58.0,Verified
